data_type,tree_type,model,tree,backend,run,walltime,cputime,log_likelihood,tree_length,opt_time,kernel
DNA,unrooted,JC,tree_3,VANILA,3,38.738,36.825,-65402931.813,19.358,35.568,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_3,OMP_10,6,6.718,57.497,-65402931.813,19.358,5.706,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_3,OPENACC,2,31.774,31.436,-65402931.813,19.358,29.141,GPU - 1 threads
DNA,unrooted,JC,tree_3,OMP_48,2,5.371,184.802,-65402931.813,19.358,4.503,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_3,OMP_48,5,5.317,185.347,-65402931.813,19.358,4.357,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_3,OMP_48,9,9.883,269.18,-65402931.813,19.358,8.646,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_3,OPENACC,5,32.082,31.741,-65402931.813,19.358,29.425,GPU - 1 threads
DNA,unrooted,JC,tree_3,VANILA,4,38.77,36.773,-65402931.813,19.358,35.652,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_3,OMP_10,1,6.849,57.877,-65402931.813,19.358,5.728,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_3,OMP_48,4,5.419,182.571,-65402931.813,19.358,4.342,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_3,VANILA,1,39.56,37.721,-65402931.813,19.358,36.697,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_3,OMP_48,8,4.993,190.84,-65402931.813,19.358,4.025,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_3,VANILA,9,37.886,36.061,-65402931.813,19.358,35.129,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_3,OPENACC,8,31.584,31.26,-65402931.813,19.358,28.994,GPU - 1 threads
DNA,unrooted,JC,tree_3,OMP_10,7,6.738,57.351,-65402931.813,19.358,5.693,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_3,OPENACC,7,31.613,31.29,-65402931.813,19.358,29.031,GPU - 1 threads
DNA,unrooted,JC,tree_3,OMP_10,10,11.522,100.87,-65402931.813,19.358,10.527,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_3,OMP_48,3,5.179,195.053,-65402931.813,19.358,4.119,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_3,VANILA,6,34.201,32.323,-65402931.813,19.358,31.751,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_48,1,3.885,127.05,-65259173.933,18.74,2.817,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,2,25.966,25.626,-65259173.933,18.74,23.319,GPU - 1 threads
DNA,unrooted,JC,tree_4,VANILA,3,32.364,30.557,-65259173.933,18.74,29.665,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_10,9,8.226,71.457,-65259173.933,18.74,6.984,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_10,5,8.068,70.023,-65259173.933,18.74,7.044,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_10,2,8.197,71.581,-65259173.933,18.74,7.183,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,4,32.524,30.683,-65259173.933,18.74,29.703,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,5,25.993,25.656,-65259173.933,18.74,23.399,GPU - 1 threads
DNA,unrooted,JC,tree_4,OMP_48,6,3.963,132.279,-65259173.933,18.74,3.007,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,8,25.526,25.186,-65259173.933,18.74,22.959,GPU - 1 threads
DNA,unrooted,JC,tree_4,OMP_10,3,21.446,173.04,-65259173.933,18.74,20.079,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,9,31.495,29.739,-65259173.933,18.74,28.736,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_48,7,4.087,122.625,-65259173.933,18.74,3.196,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,1,31.204,29.434,-65259173.933,18.74,28.599,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,6,28.468,26.699,-65259173.933,18.74,26.104,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,7,25.74,25.414,-65259173.933,18.74,23.151,GPU - 1 threads
DNA,unrooted,JC,tree_4,OMP_48,10,4.705,153.725,-65259173.933,18.74,3.73,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_10,8,7.942,69.082,-65259173.933,18.74,6.948,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_10,4,8.0,70.088,-65259173.933,18.74,7.017,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,6,25.946,25.627,-65259173.933,18.74,23.362,GPU - 1 threads
DNA,unrooted,JC,tree_4,OMP_10,1,8.261,72.138,-65259173.933,18.74,7.067,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_48,5,3.991,121.183,-65259173.933,18.74,3.096,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_48,9,3.859,125.748,-65259173.933,18.74,2.776,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,7,29.161,27.44,-65259173.933,18.74,26.757,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_48,2,5.09,167.072,-65259173.933,18.74,4.159,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,8,29.303,27.588,-65259173.933,18.74,26.895,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,10,25.692,25.346,-65259173.933,18.74,23.075,GPU - 1 threads
DNA,unrooted,JC,tree_4,OMP_10,6,8.009,70.067,-65259173.933,18.74,6.843,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,1,25.863,25.539,-65259173.933,18.74,23.27,GPU - 1 threads
DNA,unrooted,JC,tree_4,OPENACC,9,25.633,25.33,-65259173.933,18.74,23.078,GPU - 1 threads
DNA,unrooted,JC,tree_4,OMP_10,10,5.507,46.636,-65259173.933,18.74,4.49,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,4,26.824,26.426,-65259173.933,18.74,24.038,GPU - 1 threads
DNA,unrooted,JC,tree_4,OMP_48,3,3.998,124.602,-65259173.933,18.74,3.014,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_10,7,7.931,70.583,-65259173.933,18.74,6.892,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,5,29.545,27.806,-65259173.933,18.74,27.041,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,VANILA,2,30.413,28.713,-65259173.933,18.74,27.876,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_48,4,4.12,127.233,-65259173.933,18.74,3.135,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,OMP_48,8,8.141,131.554,-65259173.933,18.74,2.767,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_4,OPENACC,3,27.125,26.763,-65259173.933,18.74,24.36,GPU - 1 threads
DNA,unrooted,JC,tree_4,VANILA,10,28.456,26.703,-65259173.933,18.74,26.016,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,2,31.717,29.947,-65121169.918,18.302,29.144,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,1,3.797,130.472,-65121169.918,18.302,2.788,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_10,5,8.5,74.733,-65121169.918,18.302,7.327,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,10,28.381,26.702,-65121169.918,18.302,26.02,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_10,9,8.774,78.04,-65121169.918,18.302,7.631,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,3,27.065,26.707,-65121169.918,18.302,24.302,GPU - 1 threads
DNA,unrooted,JC,tree_5,OPENACC,4,27.303,26.913,-65121169.918,18.302,24.453,GPU - 1 threads
DNA,unrooted,JC,tree_5,OMP_10,2,8.629,77.12,-65121169.918,18.302,7.563,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,5,29.692,27.965,-65121169.918,18.302,27.174,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,6,3.547,113.312,-65121169.918,18.302,2.518,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,8,29.485,27.729,-65121169.918,18.302,26.96,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,10,25.789,25.447,-65121169.918,18.302,23.164,GPU - 1 threads
DNA,unrooted,JC,tree_5,OMP_10,3,9.441,81.668,-65121169.918,18.302,8.444,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,9,25.525,25.211,-65121169.918,18.302,22.963,GPU - 1 threads
DNA,unrooted,JC,tree_5,OMP_48,7,3.328,112.821,-65121169.918,18.302,2.4,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,1,25.87,25.536,-65121169.918,18.302,23.26,GPU - 1 threads
DNA,unrooted,JC,tree_5,OPENACC,6,25.969,25.619,-65121169.918,18.302,23.345,GPU - 1 threads
DNA,unrooted,JC,tree_5,OMP_10,4,8.489,73.753,-65121169.918,18.302,7.455,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,7,29.31,27.588,-65121169.918,18.302,26.867,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_10,8,8.488,74.082,-65121169.918,18.302,7.453,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,10,4.692,126.14,-65121169.918,18.302,3.64,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_10,1,8.571,75.33,-65121169.918,18.302,7.382,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,6,28.594,26.83,-65121169.918,18.302,26.23,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,7,25.84,25.514,-65121169.918,18.302,23.254,GPU - 1 threads
DNA,unrooted,JC,tree_5,OMP_48,9,3.711,126.642,-65121169.918,18.302,2.695,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,5,3.502,116.166,-65121169.918,18.302,2.54,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,2,3.485,119.325,-65121169.918,18.302,2.571,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,8,25.637,25.33,-65121169.918,18.302,23.046,GPU - 1 threads
DNA,unrooted,JC,tree_5,VANILA,1,33.3,31.424,-65121169.918,18.302,30.449,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_10,6,8.446,73.748,-65121169.918,18.302,7.503,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,9,31.698,29.955,-65121169.918,18.302,28.933,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,3,6.946,244.564,-65121169.918,18.302,5.845,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_10,10,6.436,54.492,-65121169.918,18.302,5.46,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,VANILA,4,32.701,30.874,-65121169.918,18.302,29.938,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,5,26.126,25.778,-65121169.918,18.302,23.437,GPU - 1 threads
DNA,unrooted,JC,tree_5,OMP_10,7,8.489,73.95,-65121169.918,18.302,7.471,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_5,OPENACC,2,25.952,25.631,-65121169.918,18.302,23.348,GPU - 1 threads
DNA,unrooted,JC,tree_5,VANILA,3,32.849,31.037,-65121169.918,18.302,30.118,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,8,3.384,115.059,-65121169.918,18.302,2.451,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_5,OMP_48,4,6.952,164.968,-65121169.918,18.302,5.883,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,5,29.469,27.767,-67271261.612,19.239,26.95,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_10,5,9.081,78.969,-67271261.612,19.239,7.908,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_10,9,8.889,76.623,-67271261.612,19.239,7.688,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,1,4.48,154.655,-67271261.612,19.239,3.41,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OPENACC,4,26.836,26.457,-67271261.612,19.239,24.074,GPU - 1 threads
DNA,unrooted,JC,tree_6,OPENACC,3,26.615,26.256,-67271261.612,19.239,23.902,GPU - 1 threads
DNA,unrooted,JC,tree_6,VANILA,10,29.442,27.718,-67271261.612,19.239,27.05,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,6,4.341,156.41,-67271261.612,19.239,3.305,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_10,2,8.933,78.104,-67271261.612,19.239,7.819,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,2,31.676,29.871,-67271261.612,19.239,28.901,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,7,29.045,27.343,-67271261.612,19.239,26.678,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,7,4.656,155.359,-67271261.612,19.239,3.591,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_10,3,8.672,76.359,-67271261.612,19.239,7.676,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,OPENACC,6,25.886,25.538,-67271261.612,19.239,23.254,GPU - 1 threads
DNA,unrooted,JC,tree_6,OMP_48,10,5.3,176.268,-67271261.612,19.239,4.35,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OPENACC,1,26.091,25.73,-67271261.612,19.239,23.4,GPU - 1 threads
DNA,unrooted,JC,tree_6,OMP_10,4,8.765,76.36,-67271261.612,19.239,7.672,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_10,8,8.978,77.672,-67271261.612,19.239,7.787,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,OPENACC,9,25.643,25.33,-67271261.612,19.239,23.052,GPU - 1 threads
DNA,unrooted,JC,tree_6,OPENACC,10,25.792,25.432,-67271261.612,19.239,23.184,GPU - 1 threads
DNA,unrooted,JC,tree_6,VANILA,8,29.342,27.612,-67271261.612,19.239,26.882,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,9,4.589,148.91,-67271261.612,19.239,3.596,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,5,4.21,155.643,-67271261.612,19.239,3.302,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,9,31.523,29.738,-67271261.612,19.239,28.816,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,1,32.426,30.587,-67271261.612,19.239,29.482,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,OPENACC,8,25.826,25.52,-67271261.612,19.239,23.256,GPU - 1 threads
DNA,unrooted,JC,tree_6,OMP_10,1,8.776,76.999,-67271261.612,19.239,7.781,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,OPENACC,7,25.941,25.615,-67271261.612,19.239,23.335,GPU - 1 threads
DNA,unrooted,JC,tree_6,OMP_10,6,8.946,78.292,-67271261.612,19.239,7.852,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,6,29.003,27.223,-67271261.612,19.239,26.613,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,2,4.637,154.553,-67271261.612,19.239,3.676,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_10,7,8.768,76.92,-67271261.612,19.239,7.756,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,3,32.78,30.957,-67271261.612,19.239,30.034,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_10,10,8.261,72.106,-67271261.612,19.239,7.249,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,3,7.3,172.727,-67271261.612,19.239,6.111,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OPENACC,2,26.134,25.795,-67271261.612,19.239,23.466,GPU - 1 threads
DNA,unrooted,JC,tree_6,OPENACC,5,25.828,25.516,-67271261.612,19.239,23.255,GPU - 1 threads
DNA,unrooted,JC,tree_6,OMP_48,8,4.378,149.161,-67271261.612,19.239,3.459,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,OMP_48,4,4.482,145.545,-67271261.612,19.239,3.601,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_6,VANILA,4,32.65,30.789,-67271261.612,19.239,29.965,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,9,5.476,44.147,-68194082.755,20.184,4.353,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,5,5.724,47.157,-68194082.755,20.184,4.649,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,5,25.86,25.541,-68194082.755,20.184,23.21,GPU - 1 threads
DNA,unrooted,JC,tree_7,VANILA,4,34.676,32.795,-68194082.755,20.184,31.969,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_48,1,3.534,116.143,-68194082.755,20.184,2.586,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_48,6,3.885,116.453,-68194082.755,20.184,2.975,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,VANILA,3,34.737,32.876,-68194082.755,20.184,32.01,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,2,25.777,25.451,-68194082.755,20.184,23.155,GPU - 1 threads
DNA,unrooted,JC,tree_7,OMP_10,2,5.736,47.563,-68194082.755,20.184,4.721,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_48,7,3.761,127.284,-68194082.755,20.184,2.748,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,7,25.721,25.408,-68194082.755,20.184,23.176,GPU - 1 threads
DNA,unrooted,JC,tree_7,VANILA,6,28.518,26.759,-68194082.755,20.184,26.144,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,3,5.735,47.229,-68194082.755,20.184,4.633,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,VANILA,1,32.365,30.579,-68194082.755,20.184,29.769,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,8,5.539,45.364,-68194082.755,20.184,4.493,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,4,5.569,47.121,-68194082.755,20.184,4.546,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_48,10,4.425,151.005,-68194082.755,20.184,3.355,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,VANILA,9,31.15,29.359,-68194082.755,20.184,28.431,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,8,25.774,25.453,-68194082.755,20.184,23.161,GPU - 1 threads
DNA,unrooted,JC,tree_7,OPENACC,9,25.605,25.288,-68194082.755,20.184,23.018,GPU - 1 threads
DNA,unrooted,JC,tree_7,OMP_48,5,3.728,114.619,-68194082.755,20.184,2.782,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_48,9,3.848,116.294,-68194082.755,20.184,2.964,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,1,25.89,25.563,-68194082.755,20.184,23.259,GPU - 1 threads
DNA,unrooted,JC,tree_7,OMP_10,1,5.628,47.287,-68194082.755,20.184,4.558,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,10,25.583,25.243,-68194082.755,20.184,23.026,GPU - 1 threads
DNA,unrooted,JC,tree_7,VANILA,8,29.549,27.801,-68194082.755,20.184,27.082,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,VANILA,7,29.439,27.712,-68194082.755,20.184,26.988,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,6,5.601,46.836,-68194082.755,20.184,4.614,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,6,25.765,25.433,-68194082.755,20.184,23.167,GPU - 1 threads
DNA,unrooted,JC,tree_7,OMP_48,2,3.382,115.857,-68194082.755,20.184,2.501,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,VANILA,10,29.681,27.927,-68194082.755,20.184,27.073,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,7,5.716,47.052,-68194082.755,20.184,4.535,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,3,26.716,26.358,-68194082.755,20.184,23.98,GPU - 1 threads
DNA,unrooted,JC,tree_7,OMP_48,3,3.965,116.12,-68194082.755,20.184,3.079,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_10,10,8.218,70.898,-68194082.755,20.184,7.134,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_7,VANILA,2,31.197,29.409,-68194082.755,20.184,28.403,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,VANILA,5,29.797,28.101,-68194082.755,20.184,27.298,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_48,4,3.982,136.118,-68194082.755,20.184,2.904,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,OMP_48,8,3.611,112.838,-68194082.755,20.184,2.603,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_7,OPENACC,4,27.224,26.827,-68194082.755,20.184,24.399,GPU - 1 threads
DNA,unrooted,JC,tree_8,OMP_48,10,4.409,160.474,-72327344.183,22.255,3.409,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,4,10.572,96.217,-72327344.183,22.255,9.445,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,VANILA,2,37.367,35.538,-72327344.183,22.255,34.635,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,8,10.759,96.399,-72327344.183,22.255,9.775,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,VANILA,10,37.124,35.281,-72327344.183,22.255,34.598,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_48,7,5.575,190.632,-72327344.183,22.255,4.61,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,3,10.718,95.5,-72327344.183,22.255,9.711,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,VANILA,5,35.659,33.851,-72327344.183,22.255,33.084,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_8,VANILA,8,35.441,33.616,-72327344.183,22.255,32.875,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_48,6,5.812,198.964,-72327344.183,22.255,4.748,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,2,10.904,97.952,-72327344.183,22.255,9.917,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,5,10.677,94.941,-72327344.183,22.255,9.688,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,9,10.589,94.084,-72327344.183,22.255,9.589,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,VANILA,7,34.625,32.875,-72327344.183,22.255,32.186,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_48,1,5.039,193.021,-72327344.183,22.255,4.091,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_48,8,7.427,215.228,-72327344.183,22.255,6.531,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_48,4,5.361,185.329,-72327344.183,22.255,4.473,AVX+FMA - 48 threads (48 CPU cores detected)
DNA,unrooted,JC,tree_8,VANILA,6,34.249,32.463,-72327344.183,22.255,31.876,AVX+FMA - 1 threads (1 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,7,10.67,95.088,-72327344.183,22.255,9.635,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,OMP_10,10,6.435,55.37,-72327344.183,22.255,5.381,AVX+FMA - 10 threads (10 CPU cores detected)
DNA,unrooted,JC,tree_8,VANILA,1,38.078,36.186,-72327344.183,22.255,35.124,AVX+FMA - 1 threads (1 CPU cores detected)
