file,datatype,model,taxa,sites,hardware,status,nt,host,distinct_patterns,wall_total_s,wall_tree_s,is_resumed,wall_fastml_s,best_logL,energy_cpu_total_J,energy_gpu_total_J,energy_cpu_ts_J,energy_gpu_ts_J,energy_cpu_mf_J,energy_gpu_mf_J,gpu_mem_peak_MB,gpu_mem_cap_MB,gpu_mem_delta_MB,cpu_mem_peak_MB,cpu_mem_cap_MB,wall_mf_s
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R7_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0011.gadi.nci.org.au,9251287,7434.378,0.004,False,,-782588259.261,2035436.445,3947353.982,1.053,0.0,,,132700.688,143771.0,131826.0,25145.527,1031781.414,7434.374
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0027.gadi.nci.org.au,9251287,210.552,0.013,False,,-825762690.315,77804.665,88978.662,3.763,0.0,,,104174.688,143771.0,103300.0,24262.562,1031781.789,210.539
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R1_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0009.gadi.nci.org.au,9251287,85.599,0.004,False,,-827775381.071,45764.629,33337.137,1.037,0.0,,,104174.688,143771.0,103300.0,24262.52,1031781.785,85.595
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R2_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0019.gadi.nci.org.au,9251287,442.899,0.004,False,,-790602381.657,184370.197,200631.809,0.925,0.0,,,123218.688,143771.0,122344.0,24404.379,1031781.766,442.895
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R3_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0023.gadi.nci.org.au,9251287,559.408,0.007,False,,-783405092.745,229668.91,271962.618,2.695,0.0,,,125406.688,143771.0,124532.0,24404.215,1031781.777,559.4010000000001
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0006.gadi.nci.org.au,9251287,248.897,0.004,False,,-782587988.958,84713.409,117566.198,0.997,0.0,,,125446.688,143771.0,124572.0,24404.238,1031781.773,248.893
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R6_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0006.gadi.nci.org.au,9251287,7219.786,0.005,False,,-782588228.418,1915139.293,3779484.097,1.322,0.0,,,134094.688,143771.0,133220.0,25145.133,1031781.773,7219.781
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R7_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0006.gadi.nci.org.au,9251287,19832.403,0.008,False,,-782588262.423,5073355.923,10460344.355,1.996,0.0,,,132700.688,143771.0,131826.0,25145.215,1031781.773,19832.394999999997
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0013.gadi.nci.org.au,9251287,81.62,0.004,False,,-827775381.071,44441.692,31651.471,0.995,0.0,,,104174.688,143771.0,103300.0,24262.332,1031781.777,81.616
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_1000len_ninit2_BOOT100.log,DNA,GTR+I+G4,100,1000,unknown,COMPLETE,103.0,gadi-cpu-spr-0491.gadi.nci.org.au,985,61.189,36.741,False,3.657,-54933.463,2823433.813,,23442.746,,15252.978,,,,,47.91,515648.812,24.448
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_1000len_ninit2_UFBOOT1000.log,DNA,GTR+I+G4,100,1000,unknown,COMPLETE,103.0,gadi-cpu-spr-0492.gadi.nci.org.au,985,122.042,106.57,False,3.001,-56180.293,81492.185,,71457.738,,9175.701,,,,,106.055,515652.531,15.472000000000008
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_10000len_ninit2_BOOT100.log,DNA,GTR+I+G4,100,10000,unknown,COMPLETE,103.0,gadi-cpu-spr-0556.gadi.nci.org.au,9716,86.313,63.705,False,6.235,-567495.587,8097453.184,,42362.702,,13430.976,,,,,283.793,515652.551,22.608000000000004
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_10000len_ninit2_UFBOOT1000.log,DNA,GTR+I+G4,100,10000,unknown,COMPLETE,103.0,gadi-cpu-spr-0542.gadi.nci.org.au,9716,60.269,40.221,False,4.644,-564208.776,39763.469,,26812.551,,12220.135,,,,,289.824,515652.531,20.048000000000002
output_cpu_bfgs_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS.log,DNA,GTR+I+G4,100,100000,cpu_OMP_104,COMPLETE,104.0,gadi-cpu-spr-0303.gadi.nci.org.au,94532,151.728,81.909,False,5.265,-5692984.539,104750.716,,56025.093,,47715.747,,,,,1831.594,515652.617,69.819
output_cpu_bfgs_DNA_GTR+I+G4_OMP_48_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_CLX_OMP48_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS.log,DNA,GTR+I+G4,100,100000,cpu_OMP_48,COMPLETE,48.0,gadi-cpu-clx-2196.gadi.nci.org.au,94532,312.024,172.097,False,9.983,-5692984.539,140771.003,,78465.804,,61440.591,,,,,1822.105,193084.621,139.927
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_100000len_ninit2_BOOT100.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,103.0,gadi-cpu-spr-0543.gadi.nci.org.au,94532,126.405,67.326,False,8.459,-5716200.653,6315787.757,,45639.539,,39252.434,,,,,2132.496,515652.566,59.07900000000001
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_100000len_ninit2_UFBOOT1000.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,103.0,gadi-cpu-spr-0496.gadi.nci.org.au,94532,176.321,122.643,False,6.982,-5692984.539,116195.812,,79272.36,,35092.834,,,,,2126.023,515652.555,53.678
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-G4_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,104.0,gadi-cpu-spr-0286.gadi.nci.org.au,94532,5.161,0.0,False,,-5692973.087,3715.554,,0.417,,,,,,,1479.73,515652.566,5.161
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,104.0,gadi-cpu-spr-0572.gadi.nci.org.au,94532,128.37,0.0,False,,-5692973.086,89490.902,,0.118,,,,,,,1482.574,515652.543,128.37
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,104.0,gadi-cpu-spr-0571.gadi.nci.org.au,94532,3.29,0.0,False,,-6054682.646,2429.558,,0.0,,,,,,,619.914,515652.574,3.29
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,104.0,gadi-cpu-spr-0573.gadi.nci.org.au,94532,2.771,0.0,False,,-6075199.441,1856.808,,0.0,,,,,,,619.746,515652.547,2.771
output_cudajolt_bfgs_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_H200,COMPLETE,12.0,gadi-gpu-h200-0002.gadi.nci.org.au,94532,761.079,486.775,False,3.079,-5692984.526,,,,,,,,,,,,274.304
output_cudajolt_bfgs_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_V100_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_V100,COMPLETE,12.0,gadi-gpu-v100-0113.gadi.nci.org.au,94532,1614.708,1066.19,False,7.003,-5692984.526,,,,,,,,,,,,548.518
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0002.gadi.nci.org.au,94532,1.227,0.0,False,,-5692972.984,,,,,,,,,,,,1.227
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0002.gadi.nci.org.au,94532,9.436,0.0,False,,-5692972.899,,,,,,,,,,,,9.436
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0002.gadi.nci.org.au,94532,2.715,0.0,False,,-6054682.646,,,,,,,,,,,,2.715
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0012.gadi.nci.org.au,94532,0.883,0.0,False,,-6075199.436,,,,,,,,,,,,0.883
output_openACC_bfgs_JOLT_h2tiling_DNA_GTR+I+G4_OPENACC_H200_taxa100_run1_tree_1_100000_ninit2_optalg2BFGS_JOLT.log,DNA,GTR+I+G4,100,100000,openACC_JOLT_h2tiling_H200,COMPLETE,,gadi-gpu-h200-0002.gadi.nci.org.au,94532,411.146,264.672,False,5.464,-5692984.526,145845.8,89676.901,93809.113,49536.08,50935.022,39655.429,5838.688,143771.0,4964.0,517.91,1031781.746,146.474
output_openACC_bfgs_JOLT_h2tiling_DNA_GTR+I+G4_OPENACC_H200_taxa100_run1_tree_1_100000_ninit2_optalg2BFGS_JOLT_nt12.log,DNA,GTR+I+G4,100,100000,openACC_JOLT_h2tiling_H200_nt12,COMPLETE,12.0,gadi-gpu-h200-0002.gadi.nci.org.au,94532,938.132,276.021,False,17.147,-5692984.526,336630.588,151075.251,97611.331,50618.464,238020.665,100043.621,5838.688,143771.0,4964.0,525.496,1031781.746,662.1109999999999
output_openACC_bfgs_stable_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_stable_H200,COMPLETE,,gadi-gpu-h200-0021.gadi.nci.org.au,94532,408.501,271.42,False,11.302,-5692984.527,127010.627,80614.868,90834.834,49473.737,35226.997,30686.979,5046.688,143771.0,4172.0,543.027,1031781.746,137.08099999999996
output_openACC_bfgs_stable_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS_nt12_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_stable_H200_nt12,COMPLETE,12.0,gadi-gpu-h200-0006.gadi.nci.org.au,94532,734.632,282.432,False,23.003,-5692984.527,187157.197,121563.926,71917.651,52405.072,114479.47,68716.978,5046.688,143771.0,4172.0,568.77,1031781.773,452.19999999999993
output_openACC_bfgs_stable_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_stable_V100,COMPLETE,,gadi-gpu-v100-0009.gadi.nci.org.au,94532,831.236,548.605,False,20.071,-5692984.529,121502.308,115570.093,81123.78,73625.714,39548.74,41407.573,4543.25,32768.0,3956.0,543.977,385603.191,282.631
output_openACC_bfgs_stable_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_100000len_ninit2_optalg2BFGS_nt12_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_stable_V100_nt12,COMPLETE,12.0,gadi-gpu-v100-0019.gadi.nci.org.au,94532,1184.57,538.043,False,32.335,-5692984.529,154050.345,137501.608,69927.068,71955.166,83543.925,65120.921,4543.25,32768.0,3956.0,542.535,385603.215,646.5269999999999
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,,gadi-gpu-h200-0002.gadi.nci.org.au,94532,3.886,0.005,False,,-5692973.427,1092.618,862.002,1.137,0.0,,,2544.688,143771.0,1670.0,356.926,1031781.746,3.8810000000000002
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,,gadi-gpu-h200-0012.gadi.nci.org.au,94532,118.823,0.006,False,,-5692973.426,27951.123,27799.727,1.336,0.0,,,2544.688,143771.0,1670.0,356.961,1031781.777,118.817
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,,gadi-gpu-h200-0002.gadi.nci.org.au,94532,1.683,0.004,False,,-6054771.582,560.818,355.164,0.983,0.0,,,1336.688,143771.0,462.0,347.148,1031781.746,1.679
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,unknown,COMPLETE,,gadi-gpu-h200-0002.gadi.nci.org.au,94532,2.331,0.004,False,,-6075235.09,692.786,416.482,0.899,0.0,,,1336.688,143771.0,462.0,346.984,1031781.746,2.327
output_cpu_bfgs_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS.log,DNA,GTR+I+G4,100,1000000,cpu_OMP_104,COMPLETE,104.0,gadi-cpu-spr-0301.gadi.nci.org.au,935227,3769.304,1506.184,False,82.499,-59208019.212,2620545.055,,1052228.127,,1555661.735,,,,,17989.508,515652.59,2263.12
output_cpu_bfgs_DNA_GTR+I+G4_OMP_48_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_CLX_OMP48_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS.log,DNA,GTR+I+G4,100,1000000,cpu_OMP_48,COMPLETE,48.0,gadi-cpu-clx-0576.gadi.nci.org.au,935227,11811.242,4796.871,False,175.525,-59208019.212,4843588.663,,2020483.129,,2808733.32,,,,,17964.195,193084.629,7014.371
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_1000000len_ninit2_BOOT100.log,DNA,GTR+I+G4,100,1000000,unknown,COMPLETE,103.0,gadi-cpu-spr-0555.gadi.nci.org.au,935227,2686.983,694.019,False,86.162,-59232443.284,55704209.856,,484235.686,,1361837.233,,,,,20941.434,515652.559,1992.9640000000002
output_cpu_bootstrap_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_1000000len_ninit2_UFBOOT1000.log,DNA,GTR+I+G4,100,1000000,unknown,COMPLETE,103.0,gadi-cpu-spr-0497.gadi.nci.org.au,935227,3622.361,1608.667,False,77.637,-59208019.212,2518473.663,,1122462.657,,1373960.643,,,,,20968.598,515652.527,2013.694
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-G4_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0572.gadi.nci.org.au,935227,26.537,0.0,False,,-59208016.028,20246.654,,0.0,,,,,,,14521.367,515652.543,26.537
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0537.gadi.nci.org.au,935227,3095.109,0.0,False,,-59208016.03,2162394.251,,0.0,,,,,,,14549.758,515652.566,3095.109
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0109.gadi.nci.org.au,935227,14.286,0.0,False,,-63090954.915,12513.287,,0.0,,,,,,,6023.871,515652.523,14.286
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0110.gadi.nci.org.au,935227,16.168,0.0,False,,-63265153.247,13823.904,,0.0,,,,,,,6023.848,515652.516,16.168
output_cudajolt_bfgs_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0007.gadi.nci.org.au,935227,,,False,55.531,,,,,,,,,,,,,
output_cudajolt_bfgs_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_morewt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_H200,COMPLETE,12.0,gadi-gpu-h200-0018.gadi.nci.org.au,935227,15148.627,9851.82,False,55.052,-59208019.102,,,,,,,,,,,,5296.807000000001
output_cudajolt_bfgs_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_V100_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_V100,STILL_RUNNING,12.0,gadi-gpu-v100-0039.gadi.nci.org.au,935227,,,False,106.816,,,,,,,,,,,,,
output_cudajolt_bfgs_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_V100_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_morewt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_V100,COMPLETE,12.0,gadi-gpu-v100-0116.gadi.nci.org.au,935227,24927.476,15778.184,False,109.573,-59208019.102,,,,,,,,,,,,9149.292
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-G4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0021.gadi.nci.org.au,935227,8.837,0.0,False,,-59208015.981,,,,,,,,,,,,8.837
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0013.gadi.nci.org.au,935227,97.776,0.0,False,,-59208015.977,,,,,,,,,,,,97.776
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0021.gadi.nci.org.au,935227,49.976,0.0,False,,-63090954.915,,,,,,,,,,,,49.976
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0013.gadi.nci.org.au,935227,6.319,0.0,False,,-63265153.278,,,,,,,,,,,,6.319
output_openACC_bfgs_stable_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_stable_H200,COMPLETE,,gadi-gpu-h200-0026.gadi.nci.org.au,935227,2309.225,959.939,False,66.074,-59208019.248,822570.273,913023.95,357142.501,364972.057,455559.907,542963.131,34584.688,143771.0,33710.0,4404.176,1031781.781,1349.286
output_openACC_bfgs_stable_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_stable_H200_nt12,COMPLETE,12.0,gadi-gpu-h200-0024.gadi.nci.org.au,935227,3102.17,867.957,False,97.061,-59208019.248,841905.214,939477.618,236228.332,346963.997,601192.614,589319.84,34584.688,143771.0,33710.0,4780.34,1031781.785,2234.213
output_openACC_bfgs_stable_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_stable_V100,COMPLETE,,gadi-gpu-v100-0098.gadi.nci.org.au,935227,6809.39,3082.475,False,162.154,-59208019.25,1489951.789,1262730.443,668867.28,553929.944,808252.09,703156.878,23547.25,32768.0,22960.0,4560.758,385603.16,3726.9150000000004
