data_type,topology,model,tree,ll_VANILA,time_VANILA,uf_VANILA,rates_VANILA,ll_OPENACC,time_OPENACC,uf_OPENACC,rates_OPENACC,ll_diff
AA,unrooted,LG+I+G4,tree_7,-53.4563,0.0509132,0,,-53.4563,0.477733,0,,0.0
AA,unrooted,LG+I+G4,tree_8,-32.4813,0.0339968,0,,-32.4813,0.310677,0,,0.0
AA,unrooted,LG+I+G4,tree_9,-44.1309,0.0548571,0,,-44.1309,0.527972,0,,0.0
AA,unrooted,LG+R4,tree_1,-41.6627,0.0232856,0,"(0.2307,0.4490) (0.2516,0.9304) (0.2619,1.1876) (0.2557,1.3734)",-41.6627,0.152683,0,"(0.2307,0.4490) (0.2516,0.9304) (0.2619,1.1876) (0.2557,1.3734)",0.0
AA,unrooted,LG+R4,tree_10,-51.0529,0.0483287,0,"(0.3347,0.1703) (0.3061,0.1707) (0.2476,0.1733) (0.1116,7.5985)",-51.0529,0.351729,0,"(0.3347,0.1703) (0.3061,0.1707) (0.2476,0.1733) (0.1116,7.5985)",0.0
AA,unrooted,LG+R4,tree_2,-47.7273,0.0513018,0,"(0.3710,0.1548) (0.2995,0.1839) (0.2200,0.1905) (0.1094,7.7262)",-47.7274,0.330604,0,"(0.3710,0.1549) (0.2995,0.1840) (0.2201,0.1904) (0.1094,7.7261)",0.00010000000000331966
AA,unrooted,LG+R4,tree_3,-43.3237,0.0304385,0,"(0.3132,0.2064) (0.2936,0.2561) (0.2552,0.3564) (0.1381,5.5697)",-43.3237,0.207136,0,"(0.3132,0.2064) (0.2936,0.2561) (0.2552,0.3564) (0.1381,5.5697)",0.0
AA,unrooted,LG+R4,tree_4,-46.4772,0.0164554,0,"(0.2379,0.1597) (0.2451,0.5934) (0.2589,1.2181) (0.2581,1.9418)",-46.4772,0.094285,0,"(0.2379,0.1597) (0.2451,0.5934) (0.2589,1.2181) (0.2581,1.9418)",0.0
AA,unrooted,LG+R4,tree_5,-60.1078,0.0342456,0,"(0.3253,0.1272) (0.1543,1.2547) (0.2574,1.4698) (0.2629,1.4703)",-60.1078,0.262113,0,"(0.3253,0.1272) (0.1543,1.2547) (0.2574,1.4698) (0.2629,1.4703)",0.0
AA,unrooted,LG+R4,tree_6,-32.1779,0.0203662,0,"(0.2419,0.3490) (0.2501,0.8471) (0.2550,1.2136) (0.2529,1.5585)",-32.1779,0.0879991,0,"(0.2419,0.3490) (0.2501,0.8471) (0.2550,1.2136) (0.2529,1.5585)",0.0
AA,unrooted,LG+R4,tree_7,-54.4718,0.0309985,0,"(0.2295,0.1938) (0.2439,0.5799) (0.2627,1.2554) (0.2638,1.8355)",-54.4718,0.0932209,0,"(0.2295,0.1938) (0.2439,0.5799) (0.2627,1.2554) (0.2638,1.8355)",0.0
AA,unrooted,LG+R4,tree_8,-65.559,0.0347455,0,"(0.2849,0.1183) (0.1975,0.1734) (0.2276,1.7877) (0.2900,1.8109)",-65.559,0.130494,0,"(0.2849,0.1183) (0.1975,0.1734) (0.2276,1.7877) (0.2900,1.8109)",0.0
AA,unrooted,LG+R4,tree_9,-43.6386,0.0301155,0,"(0.3289,0.1219) (0.2815,0.1380) (0.2161,0.1446) (0.1735,5.1273)",-43.6386,0.13342,0,"(0.3289,0.1219) (0.2815,0.1380) (0.2161,0.1446) (0.1735,5.1273)",0.0
DNA,rooted,GTR,tree_1,-21.7742,0.0117718,0,,-21.7743,0.11279,0,,9.999999999976694e-05
DNA,rooted,GTR,tree_10,-19.0077,0.0169783,0,,-19.0077,0.048074,0,,0.0
DNA,rooted,GTR,tree_2,-19.5972,0.00939741,0,,-19.5972,0.0412829,0,,0.0
DNA,rooted,GTR,tree_3,-19.7937,0.0152343,0,,-19.7937,0.0273089,0,,0.0
DNA,rooted,GTR,tree_4,-31.8623,0.0139978,0,,-31.8623,0.122082,0,,0.0
DNA,rooted,GTR,tree_5,-28.3623,0.010004,0,,-28.3623,0.0502079,0,,0.0
DNA,rooted,GTR,tree_6,-23.2969,0.00971668,0,,-23.2972,0.0600851,0,,0.0002999999999993008
DNA,rooted,GTR,tree_7,-36.2323,0.00910022,0,,-36.2323,0.0526659,0,,0.0
DNA,rooted,GTR,tree_8,-21.1144,0.0101905,0,,-21.1132,0.0834329,0,,0.001200000000000756
DNA,rooted,GTR,tree_9,-28.5536,0.00846806,0,,-28.5536,0.028831,0,,0.0
DNA,rooted,GTR+G4,tree_1,-15.7619,0.030467,0,,-15.7619,0.0522661,0,,0.0
DNA,rooted,GTR+G4,tree_10,-24.165,0.0130919,0,,-24.165,0.110254,0,,0.0
DNA,rooted,GTR+G4,tree_2,-21.6551,0.0177767,0,,-21.6551,0.0630209,0,,0.0
DNA,rooted,GTR+G4,tree_3,-22.174,0.019507,0,,-22.174,0.23869,0,,0.0
DNA,rooted,GTR+G4,tree_4,-22.0407,0.0220285,0,,-22.0407,0.166898,0,,0.0
DNA,rooted,GTR+G4,tree_5,-17.6505,0.0226534,0,,-17.6505,0.232062,0,,0.0
DNA,rooted,GTR+G4,tree_6,-27.9543,0.0132042,0,,-27.9543,0.059365,0,,0.0
DNA,rooted,GTR+G4,tree_7,-20.493,0.0130263,0,,-20.493,0.118681,0,,0.0
DNA,rooted,GTR+G4,tree_8,-31.7372,0.0208609,0,,-31.7373,0.11871,0,,9.999999999976694e-05
DNA,rooted,GTR+G4,tree_9,-17.7249,0.0109982,0,,-17.7248,0.189205,0,,0.00010000000000331966
DNA,rooted,GTR+I,tree_1,-18.5477,0.0307898,0,,-18.5477,0.120192,0,,0.0
DNA,rooted,GTR+I,tree_10,-20.3435,0.0708765,0,,-20.3435,0.0624971,0,,0.0
DNA,rooted,GTR+I,tree_2,-26.4621,0.0717479,0,,-26.4622,0.0953851,0,,9.999999999976694e-05
DNA,rooted,GTR+I,tree_3,-28.6229,0.0165948,0,,-28.6229,0.184389,0,,0.0
DNA,rooted,GTR+I,tree_4,-21.1973,0.0249002,0,,-21.1973,0.167022,0,,0.0
DNA,rooted,GTR+I,tree_5,-17.0088,0.0237443,0,,-17.0087,0.146807,0,,9.999999999976694e-05
DNA,rooted,GTR+I,tree_6,-22.7707,0.0146283,0,,-22.7736,0.12451,0,,0.002899999999996794
DNA,rooted,GTR+I,tree_7,-24.8926,0.0107942,0,,-24.8926,0.140073,0,,0.0
DNA,rooted,GTR+I,tree_8,-16.8665,0.0334711,0,,-16.8678,0.474929,0,,0.001300000000000523
DNA,rooted,GTR+I,tree_9,-33.4432,0.0145391,0,,-33.4432,0.187244,0,,0.0
DNA,rooted,GTR+I+G4,tree_1,-26.6021,0.0469561,0,,-26.6021,0.755221,0,,0.0
DNA,rooted,GTR+I+G4,tree_10,-18.1703,0.0429542,0,,-18.1703,0.856252,0,,0.0
DNA,rooted,GTR+I+G4,tree_2,-42.3377,0.0537437,0,,-42.3377,1.18436,0,,0.0
DNA,rooted,GTR+I+G4,tree_3,-15.4437,0.0177853,0,,-15.4437,0.298723,0,,0.0
DNA,rooted,GTR+I+G4,tree_4,-18.8078,0.0351992,0,,-18.8078,0.758652,0,,0.0
DNA,rooted,GTR+I+G4,tree_5,-16.4382,0.0498689,0,,-16.4383,1.10848,0,,0.00010000000000331966
DNA,rooted,GTR+I+G4,tree_6,-22.9466,0.0679617,0,,-22.914,1.00206,0,,0.03259999999999863
DNA,rooted,GTR+I+G4,tree_7,-15.4134,0.0203218,0,,-15.4134,0.224442,0,,0.0
DNA,rooted,GTR+I+G4,tree_8,-30.3507,0.0525766,0,,-30.3506,0.748693,0,,9.999999999976694e-05
DNA,rooted,GTR+I+G4,tree_9,-10.889,0.0137337,0,,-10.889,0.173947,0,,0.0
DNA,rooted,GTR+R4,tree_1,-26.1687,0.0259745,0,"(0.2339,0.1907) (0.2293,0.5976) (0.2662,1.477) (0.2707,1.571)",-26.1687,0.316831,0,"(0.2339,0.1907) (0.2293,0.5978) (0.2662,1.477) (0.2707,1.571)",0.0
DNA,rooted,GTR+R4,tree_10,-21.9917,0.0339968,0,"(0.213,0.8984) (0.2529,0.9994) (0.2695,1.029) (0.2646,1.052)",-21.9917,0.188308,0,"(0.213,0.8984) (0.2529,0.9994) (0.2695,1.029) (0.2646,1.052)",0.0
DNA,rooted,GTR+R4,tree_2,-38.5182,0.0163426,0,"(0.2084,0.56) (0.2845,0.9889) (0.2938,1.111) (0.2133,1.292)",-38.5182,0.20879,0,"(0.2084,0.56) (0.2845,0.9889) (0.2938,1.111) (0.2133,1.292)",0.0
DNA,rooted,GTR+R4,tree_3,-23.9302,0.0136226,0,"(0.2237,0.328) (0.2499,0.873) (0.2653,1.234) (0.261,1.46)",-23.9313,0.186727,0,"(0.2241,0.3154) (0.2496,0.8668) (0.2651,1.24) (0.2611,1.471)",0.001100000000000989
DNA,rooted,GTR+R4,tree_4,-26.2633,0.0185288,0,"(0.3075,0.1814) (0.2494,0.1814) (0.2891,0.1814) (0.154,5.497)",-26.2633,0.256713,0,"(0.3075,0.1814) (0.2494,0.1814) (0.2891,0.1814) (0.154,5.497)",0.0
DNA,rooted,GTR+R4,tree_5,-15.7925,0.01378,0,"(0.2319,0.9243) (0.2562,1.009) (0.2617,1.026) (0.2501,1.033)",-15.7925,0.117918,0,"(0.2319,0.9243) (0.2562,1.009) (0.2617,1.026) (0.2501,1.033)",0.0
DNA,rooted,GTR+R4,tree_6,-17.4709,0.11494,0,"(0.3979,0.08876) (0.3197,0.08878) (0.1425,3.286) (0.14,3.345)",-17.4701,0.544748,0,"(0.3979,0.08872) (0.3197,0.08875) (0.1425,3.286) (0.14,3.345)",0.0008000000000016882
DNA,rooted,GTR+R4,tree_7,-28.7871,0.0282719,0,"(0.2067,0.9995) (0.2811,1) (0.2605,1) (0.2518,1)",-28.7871,0.189985,0,"(0.2062,0.9993) (0.2809,1) (0.2528,1) (0.2601,1)",0.0
DNA,rooted,GTR+R4,tree_8,-17.9424,0.0126053,0,"(0.2488,0.0975) (0.2343,0.09992) (0.2659,1.791) (0.251,1.897)",-17.9424,0.109145,0,"(0.2488,0.0975) (0.2343,0.09992) (0.2659,1.791) (0.251,1.897)",0.0
DNA,rooted,GTR+R4,tree_9,-29.7766,0.0498712,0,"(0.2708,0.9997) (0.2385,0.9998) (0.1989,1) (0.2917,1)",-29.7645,0.393526,0,"(0.1989,0.9997) (0.2708,0.9999) (0.2385,0.9999) (0.2917,1)",0.012099999999996669
DNA,unrooted,GTR,tree_1,-28.3494,0.10281,0,,-28.3494,0.107447,0,,0.0
DNA,unrooted,GTR,tree_10,-18.67,0.0130502,0,,-18.67,0.0314169,0,,0.0
DNA,unrooted,GTR,tree_2,-19.0819,0.0210904,0,,-19.0819,0.101699,0,,0.0
DNA,unrooted,GTR,tree_3,-21.3187,0.0269285,0,,-21.3217,0.108147,0,,0.0030000000000001137
DNA,unrooted,GTR,tree_4,-19.7366,0.0351479,0,,-19.7366,0.0324891,0,,0.0
DNA,unrooted,GTR,tree_5,-21.984,0.0231249,0,,-21.9823,0.0714021,0,,0.0017000000000031434
DNA,unrooted,GTR,tree_6,-30.3326,0.0823681,0,,-30.3326,0.155121,0,,0.0
DNA,unrooted,GTR,tree_7,-20.9363,0.0149423,0,,-20.9363,0.0927939,0,,0.0
DNA,unrooted,GTR,tree_8,-31.196,0.0933532,0,,-31.196,0.053721,0,,0.0
DNA,unrooted,GTR,tree_9,-15.7751,0.0245145,0,,-15.7751,0.037652,0,,0.0
DNA,unrooted,GTR+G4,tree_1,-15.4242,0.0102841,0,,-15.4242,0.0543668,0,,0.0
DNA,unrooted,GTR+G4,tree_10,-30.5395,0.0114129,0,,-30.5394,0.093292,0,,9.999999999976694e-05
DNA,unrooted,GTR+G4,tree_2,-20.0359,0.0113857,0,,-20.0359,0.116749,0,,0.0
DNA,unrooted,GTR+G4,tree_3,-31.2465,0.0161872,0,,-31.2465,0.066566,0,,0.0
DNA,unrooted,GTR+G4,tree_4,-18.6068,0.011504,0,,-18.6067,0.085788,0,,9.999999999976694e-05
DNA,unrooted,GTR+G4,tree_5,-13.4918,0.00954804,0,,-13.4918,0.036725,0,,0.0
DNA,unrooted,GTR+G4,tree_6,-10.8891,0.0086045,0,,-10.8891,0.024951,0,,0.0
DNA,unrooted,GTR+G4,tree_7,-27.0571,0.0138111,0,,-27.0571,0.153178,0,,0.0
DNA,unrooted,GTR+G4,tree_8,-23.0022,0.0115865,0,,-23.0022,0.080802,0,,0.0
DNA,unrooted,GTR+G4,tree_9,-28.1319,0.011638,0,,-28.1319,0.0784249,0,,0.0
DNA,unrooted,GTR+I,tree_1,-22.4664,0.0446766,0,,-22.4663,0.0773542,0,,9.999999999976694e-05
DNA,unrooted,GTR+I,tree_10,-32.2538,0.0206922,0,,-32.2538,0.197338,0,,0.0
DNA,unrooted,GTR+I,tree_2,-34.6638,0.0462319,0,,-34.6638,0.131589,0,,0.0
DNA,unrooted,GTR+I,tree_3,-24.437,0.0161593,0,,-24.437,0.0607049,0,,0.0
DNA,unrooted,GTR+I,tree_4,-17.9419,0.0111682,0,,-17.9419,0.071475,0,,0.0
DNA,unrooted,GTR+I,tree_5,-24.1045,0.00924552,0,,-24.1045,0.0472109,0,,0.0
DNA,unrooted,GTR+I,tree_6,-22.6284,0.0107315,0,,-22.6284,0.0574911,0,,0.0
DNA,unrooted,GTR+I,tree_7,-25.9965,0.0107071,0,,-25.9964,0.092937,0,,9.999999999976694e-05
DNA,unrooted,GTR+I,tree_8,-19.9932,0.0182606,0,,-19.9946,0.086884,0,,0.0013999999999967372
DNA,unrooted,GTR+I,tree_9,-15.7807,0.0162193,0,,-15.7807,0.0640209,0,,0.0
DNA,unrooted,GTR+I+G4,tree_1,-17.6944,0.0654883,0,,-17.6944,0.963331,0,,0.0
DNA,unrooted,GTR+I+G4,tree_10,-25.2858,0.0236026,0,,-25.2881,0.435905,0,,0.002300000000001745
DNA,unrooted,GTR+I+G4,tree_2,-24.4936,0.0365142,0,,-24.4935,0.597042,0,,9.999999999976694e-05
DNA,unrooted,GTR+I+G4,tree_3,-15.759,0.0240053,0,,-15.759,0.362765,0,,0.0
DNA,unrooted,GTR+I+G4,tree_4,-12.6631,0.018488,0,,-12.6631,0.363239,0,,0.0
DNA,unrooted,GTR+I+G4,tree_5,-27.6278,0.117141,0,,-27.628,0.983458,0,,0.00019999999999953388
DNA,unrooted,GTR+I+G4,tree_6,-33.0592,0.0529539,0,,-33.0592,0.758498,0,,0.0
DNA,unrooted,GTR+I+G4,tree_7,-21.3765,0.0404378,0,,-21.3765,0.792064,0,,0.0
DNA,unrooted,GTR+I+G4,tree_8,-37.0014,0.0991495,0,,-37.0014,1.3748,0,,0.0
DNA,unrooted,GTR+I+G4,tree_9,-35.5528,0.0643799,0,,-35.553,1.18857,0,,0.00019999999999953388
